NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
425755;656-03103-6;1056455;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;  ;;0;278260;07;1/8/14;278260;8/8/14;305470;
425756;656-03103-6;1056467;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 020 Primer Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425757;656-03103-6;1056471;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;  ;;0;278260;07;1/8/14;278260;8/8/14;305470;
425758;656-03103-6;1056475;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
425759;656-03103-6;1056476;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;Ex 024 Quinto Puesto;229120;0;63440;07;1/8/14;63440;8/8/14;92080;
425760;656-03103-6;1056481;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 024 Quinto Puesto;219520;0;61040;07;1/8/14;61040;8/8/14;88480;
425761;656-03103-6;1056487;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 023 Cuarto Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425762;656-03103-6;1056488;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;Ex 049 Estim. Sufragio;20424;0;241036;07;1/8/14;241036;8/8/14;266566;
425763;656-03103-6;1056489;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;Ex 021 Segundo Puesto;217680;0;60580;07;1/8/14;60580;8/8/14;87790;
425764;656-03103-6;1056495;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220080;55020;0;6160;  ;;0;281260;07;1/8/14;281260;8/8/14;308770;
425765;656-03103-6;1056496;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425766;656-03103-6;1056507;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;Ex 049 Estim. Sufragio;20424;0;241036;07;1/8/14;241036;8/8/14;266566;
425767;656-03103-6;1056510;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
425768;656-03103-6;1056513;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;  ;;0;275660;07;1/8/14;275660;8/8/14;302610;
425769;656-03103-6;1056521;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425770;656-03103-6;1056522;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;Ex 049 Estim. Sufragio;25152;0;295408;07;1/8/14;295408;8/8/14;326848;
425771;656-03103-6;1056529;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;198720;49680;0;6160;Ex 049 Estim. Sufragio;19872;0;234688;07;1/8/14;234688;8/8/14;259528;
425772;656-03103-6;1056533;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425773;656-03103-6;1154104;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425774;656-03103-6;1154105;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216080;54020;0;6160;Ex 022 Tercer Puesto;216080;0;60180;07;1/8/14;60180;8/8/14;87190;
425775;656-03103-6;1154107;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 020 Primer Puesto;216400;0;60260;07;1/8/14;60260;8/8/14;87310;
425776;656-03103-6;1154109;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;263120;65780;0;6160;  ;;0;335060;07;1/8/14;335060;8/8/14;367950;
425777;656-03103-6;1154112;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;  ;;0;395760;07;1/8/14;395760;8/8/14;434720;
425778;656-03103-6;1154115;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 021 Segundo Puesto;219520;0;61040;07;1/8/14;61040;8/8/14;88480;
425779;656-03103-6;1154117;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425780;656-03103-6;1154120;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425781;656-03103-6;1154122;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425782;656-03103-6;1154123;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
425783;656-03103-6;1154124;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;272720;68180;0;6160;  ;;0;347060;07;1/8/14;347060;8/8/14;381150;
425784;656-03103-6;1154128;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425785;656-03103-6;1154131;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425786;656-03103-6;1154133;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;282880;70720;0;6160;Ex 049 Estim. Sufragio;28288;0;331472;07;1/8/14;331472;8/8/14;366832;
425787;656-03103-6;1154137;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425788;656-03103-6;1154139;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
425789;656-03103-6;1154145;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;Ex 049 Estim. Sufragio;26736;0;313624;07;1/8/14;313624;8/8/14;347044;
425790;656-03103-6;1154150;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 049 Estim. Sufragio;25088;0;294672;07;1/8/14;294672;8/8/14;326032;
425791;656-03103-6;1154151;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229680;57420;0;6160;Ex 049 Estim. Sufragio;22968;0;270292;07;1/8/14;270292;8/8/14;299002;
425792;656-03103-6;1154154;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;  ;;0;275660;07;1/8/14;275660;8/8/14;302610;
425793;656-03103-6;1154164;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;  ;;0;282460;07;1/8/14;282460;8/8/14;310090;
425794;656-03103-6;1154165;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;521840;130460;0;6160;  ;;0;658460;07;1/8/14;658460;8/8/14;723690;
425795;656-03103-6;1154168;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;187360;46840;0;6160;Ex 049 Estim. Sufragio;18736;0;221624;07;1/8/14;221624;8/8/14;245044;
425796;656-03103-6;1154170;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 022 Tercer Puesto;215600;0;60060;07;1/8/14;60060;8/8/14;87010;
425797;656-03103-6;1154174;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;Ex 049 Estim. Sufragio;28456;0;333404;07;1/8/14;333404;8/8/14;368974;
425798;656-03103-6;1154176;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 024 Quinto Puesto;211840;0;59120;07;1/8/14;59120;8/8/14;85600;
425799;656-03103-6;1154177;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425800;656-03103-6;1154179;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 021 Segundo Puesto;211840;0;59120;07;1/8/14;59120;8/8/14;85600;
425801;656-03103-6;1154181;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
425802;656-03103-6;1154183;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 021 Segundo Puesto;221040;0;61420;07;1/8/14;61420;8/8/14;89050;
425803;656-03103-6;1154184;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;230000;57500;0;6160;Ex 049 Estim. Sufragio;23000;0;270660;07;1/8/14;270660;8/8/14;299410;
425804;656-03103-6;1154188;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;Ex 049 Estim. Sufragio;19344;0;228616;07;1/8/14;228616;8/8/14;252796;
425805;656-03103-6;1154190;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;363120;90780;0;6160;Ex 022 Tercer Puesto;363120;0;96940;07;1/8/14;96940;8/8/14;142330;
425806;656-03103-6;1154191;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232240;58060;0;6160;  ;;0;296460;07;1/8/14;296460;8/8/14;325490;
425807;656-03103-6;1154193;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;234720;58680;0;6160;Ex 021 Segundo Puesto;234720;0;64840;07;1/8/14;64840;8/8/14;94180;
425808;656-03103-6;1154197;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236960;59240;0;6160;Ex 020 Primer Puesto;236960;0;65400;07;1/8/14;65400;8/8/14;95020;
425809;656-03103-6;1154198;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425810;656-03103-6;1154200;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425811;656-03103-6;1154201;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
425812;656-03103-6;1154205;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232240;58060;0;6160;  ;;0;296460;07;1/8/14;296460;8/8/14;325490;
425813;656-03103-6;1154207;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;  ;;0;259460;07;1/8/14;259460;8/8/14;284790;
425814;656-03103-6;1154208;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 020 Primer Puesto;246400;0;67760;07;1/8/14;67760;8/8/14;98560;
425815;656-03103-6;1154209;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425816;656-03103-6;1154210;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;230240;57560;0;6160;Ex 049 Estim. Sufragio;23024;0;270936;07;1/8/14;270936;8/8/14;299716;
425817;656-03103-6;1154211;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;218800;54700;0;6160;  ;;0;279660;07;1/8/14;279660;8/8/14;307010;
425818;656-03103-6;1154216;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
425819;656-03103-6;1154217;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;Ex 022 Tercer Puesto;188160;0;53200;07;1/8/14;53200;8/8/14;76720;
425820;656-03103-6;1154220;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;244240;61060;0;6160;  ;;0;311460;07;1/8/14;311460;8/8/14;341990;
425821;656-03103-6;1154224;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
425822;656-03103-6;1154228;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;245120;61280;0;6160;  ;;0;312560;07;1/8/14;312560;8/8/14;343200;
425823;656-03103-6;1154236;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425824;656-03103-6;1154238;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;Ex 024 Quinto Puesto;267360;0;73000;07;1/8/14;73000;8/8/14;106420;
425825;656-03103-6;1154239;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;235840;58960;0;6160;  ;;0;300960;07;1/8/14;300960;8/8/14;330440;
425826;656-03103-6;1154240;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
425827;656-03103-6;1154245;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425828;656-03103-6;1154248;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425829;656-03103-6;1154255;2702;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;  ;;0;256760;07;1/8/14;256760;8/8/14;281820;
425830;656-03103-6;1154256;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
425831;656-03103-6;1154257;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425832;656-03103-6;1154259;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425833;656-03103-6;1154260;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212320;53080;0;6160;Ex 049 Estim. Sufragio;21232;0;250328;07;1/8/14;250328;8/8/14;276868;
425834;656-03103-6;1154261;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;  ;;0;256760;07;1/8/14;256760;8/8/14;281820;
425835;656-03103-6;1154265;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220880;55220;0;6160;  ;;0;282260;07;1/8/14;282260;8/8/14;309870;
425836;656-03103-6;1154268;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 049 Estim. Sufragio;25088;0;294672;07;1/8/14;294672;8/8/14;326032;
425837;656-03103-6;1154270;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;378240;94560;0;6160;  ;;0;478960;07;1/8/14;478960;8/8/14;526240;
425838;656-03103-6;1154274;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 023 Cuarto Puesto;215600;0;60060;07;1/8/14;60060;8/8/14;87010;
425839;656-03103-6;1154275;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 049 Estim. Sufragio;21952;0;258608;07;1/8/14;258608;8/8/14;286048;
425840;656-03103-6;1154296;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425841;656-03103-6;1154301;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
425842;656-03103-6;1154303;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;  ;;0;259460;07;1/8/14;259460;8/8/14;284790;
425843;656-03103-6;1154304;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
425844;656-03103-6;1154309;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425845;656-03103-6;1154314;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;  ;;0;276660;07;1/8/14;276660;8/8/14;303710;
425846;656-03103-6;1154318;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 024 Quinto Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425847;656-03103-6;1154322;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425848;656-03103-6;1154330;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;171840;42960;0;6160;Ex 049 Estim. Sufragio;17184;0;203776;07;1/8/14;203776;8/8/14;225256;
425849;656-03103-6;1154334;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;Ex 022 Tercer Puesto;267360;0;73000;07;1/8/14;73000;8/8/14;106420;
425850;656-03103-6;1154336;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;Ex 049 Estim. Sufragio;31168;0;364592;07;1/8/14;364592;8/8/14;403552;
425851;656-03103-6;1154349;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425852;656-03103-6;1154350;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425853;656-03103-6;1154355;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425854;656-03103-6;1154357;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 049 Estim. Sufragio;22104;0;260356;07;1/8/14;260356;8/8/14;287986;
425855;656-03103-6;1154358;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;  ;;0;282460;07;1/8/14;282460;8/8/14;310090;
425856;656-03103-6;1154361;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;Ex 049 Estim. Sufragio;25152;0;295408;07;1/8/14;295408;8/8/14;326848;
425857;656-03103-6;1154365;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;218000;54500;0;6160;Ex 022 Tercer Puesto;218000;0;60660;07;1/8/14;60660;8/8/14;87910;
425858;656-03103-6;1154370;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;  ;;0;282460;07;1/8/14;282460;8/8/14;310090;
425859;656-03103-6;1154377;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425860;656-03103-6;1154383;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425861;656-03103-6;1154389;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;  ;;0;282460;07;1/8/14;282460;8/8/14;310090;
425862;656-03103-6;1154392;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425863;656-03103-6;1154394;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425864;656-03103-6;1154395;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;  ;;0;282460;07;1/8/14;282460;8/8/14;310090;
425865;656-03103-6;1154401;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216080;54020;0;6160;  ;;0;276260;07;1/8/14;276260;8/8/14;303270;
425866;656-03103-6;1154402;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425867;656-03103-6;1154404;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221040;55260;0;6160;Ex 024 Quinto Puesto;221040;0;61420;07;1/8/14;61420;8/8/14;89050;
425868;656-03103-6;1154405;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229360;57340;0;6160;Ex 049 Estim. Sufragio;22936;0;269924;07;1/8/14;269924;8/8/14;298594;
425869;656-03103-6;1154406;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;245120;61280;0;6160;Ex 021 Segundo Puesto;245120;0;67440;07;1/8/14;67440;8/8/14;98080;
425870;656-03103-6;1154408;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
425871;656-03103-6;1154409;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;473680;118420;0;6160;Ex 049 Estim. Sufragio;47368;0;550892;07;1/8/14;550892;8/8/14;610102;
425872;656-03103-6;1154414;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
425873;656-03103-6;1154415;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;179680;44920;0;6160;Ex 049 Estim. Sufragio;17968;0;212792;07;1/8/14;212792;8/8/14;235252;
425874;656-03103-6;1154416;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 023 Cuarto Puesto;246400;0;67760;07;1/8/14;67760;8/8/14;98560;
425875;656-03103-6;1154419;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
425876;656-03103-6;1154421;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;190960;47740;0;6160;  ;;0;244860;07;1/8/14;244860;8/8/14;268730;
425877;656-03103-6;1154422;2702;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
425878;656-03103-6;1154424;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
425879;656-03103-6;1154426;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;  ;;0;320560;07;1/8/14;320560;8/8/14;352000;
425880;656-03103-6;1154428;2702;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
425881;656-03103-6;1154436;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;206560;51640;0;6160;  ;;0;264360;07;1/8/14;264360;8/8/14;290180;
425882;656-03103-6;1154440;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425883;656-03103-6;1154441;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;234720;58680;0;6160;Ex 021 Segundo Puesto;234720;0;64840;07;1/8/14;64840;8/8/14;94180;
425884;656-03103-6;1154450;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;Ex 049 Estim. Sufragio;25152;0;295408;07;1/8/14;295408;8/8/14;326848;
425885;656-03103-6;1154453;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
425886;656-03103-6;1154456;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
425887;656-03103-6;1154457;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
425888;656-03103-6;1154459;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200720;50180;0;6160;  ;;0;257060;07;1/8/14;257060;8/8/14;282150;
425889;656-03103-6;1154460;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219280;54820;0;6160;  ;;0;280260;07;1/8/14;280260;8/8/14;307670;
425890;656-03103-6;1154466;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;223760;55940;0;6160;  ;;0;285860;07;1/8/14;285860;8/8/14;313830;
425891;656-03103-6;1154468;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217920;54480;0;6160;Ex 024 Quinto Puesto;217920;0;60640;07;1/8/14;60640;8/8/14;87880;
425892;656-03103-6;1154469;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;182320;45580;0;6160;  ;;0;234060;07;1/8/14;234060;8/8/14;256850;
425893;656-03103-6;1154471;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;Ex 049 Estim. Sufragio;18816;0;222544;07;1/8/14;222544;8/8/14;246064;
425894;656-03103-6;1154486;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;225520;56380;0;6160;Ex 049 Estim. Sufragio;22552;0;265508;07;1/8/14;265508;8/8/14;293698;
425895;656-03103-6;1154488;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
425896;656-03103-6;1154500;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;  ;;0;276660;07;1/8/14;276660;8/8/14;303710;
425897;656-03103-6;1250416;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425898;656-03103-6;1256151;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425899;656-03103-6;1256153;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;Ex 049 Estim. Sufragio;21256;0;250604;07;1/8/14;250604;8/8/14;277174;
425900;656-03103-6;1256155;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;212560;53140;0;6160;Ex 049 Estim. Sufragio;21256;0;250604;07;1/8/14;250604;8/8/14;277174;
425901;656-03103-6;1256156;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;  ;;0;297160;07;1/8/14;297160;8/8/14;326260;
