NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
426433;656-03103-6;1457411;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426434;656-03103-6;1457412;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;  ;;0;217260;07;1/8/14;217260;8/8/14;238370;
426435;656-03103-6;1457413;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426436;656-03103-6;1457416;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;144800;36200;0;6160;  ;;0;187160;07;1/8/14;187160;8/8/14;205260;
426437;656-03103-6;1457418;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;238480;59620;0;6160;Ex 049 Estim. Sufragio;23848;0;280412;07;1/8/14;280412;8/8/14;310222;
426438;656-03103-6;1457419;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426439;656-03103-6;1457421;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;6160;Ex 060 DISCAPACIDAD;168960;0;48400;07;1/8/14;48400;8/8/14;69520;
426440;656-03103-6;1457424;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193120;48280;0;6160;  ;;0;247560;07;1/8/14;247560;8/8/14;271700;
426441;656-03103-6;1457425;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;208880;52220;0;6160;Ex 049 Estim. Sufragio;20888;0;246372;07;1/8/14;246372;8/8/14;272482;
426442;656-03103-6;1457427;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426443;656-03103-6;9200883;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185440;46360;0;6160;  ;;0;237960;07;1/8/14;237960;8/8/14;261140;
426444;656-03103-6;9525057;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216080;54020;0;6160;  ;;0;276260;07;1/8/14;276260;8/8/14;303270;
426445;656-03103-6;9525261;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;231840;57960;0;6160;  ;;0;295960;07;1/8/14;295960;8/8/14;324940;
426446;656-03103-6;9626054;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;157920;39480;0;6160;  ;;0;203560;07;1/8/14;203560;8/8/14;223300;
426447;656-03103-6;9845767;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
426448;656-03103-6;1463101;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426449;656-03103-6;1463102;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426450;656-03103-6;1463104;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;27720;  ;;0;234020;07;1/8/14;234020;1/8/14;234020;
426451;656-03103-6;1463105;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;1298480;324620;0;27720;  ;;0;1650820;07;1/8/14;1650820;1/8/14;1650820;
426452;656-03103-6;1463106;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;171280;42820;0;27720;  ;;0;241820;07;1/8/14;241820;1/8/14;241820;
426453;656-03103-6;1463107;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;190640;47660;0;27720;Ex 049 Estim. Sufragio;19064;0;246956;07;1/8/14;246956;1/8/14;246956;
426454;656-03103-6;1463109;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;27720;  ;;0;292520;07;1/8/14;292520;1/8/14;292520;
426455;656-03103-6;1463110;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;187600;46900;0;27720;  ;;0;262220;07;1/8/14;262220;1/8/14;262220;
426456;656-03103-6;1463111;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426457;656-03103-6;1463113;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193120;48280;0;27720;  ;;0;269120;07;1/8/14;269120;1/8/14;269120;
426458;656-03103-6;1463114;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;1393200;348300;0;27720;  ;;0;1769220;07;1/8/14;1769220;1/8/14;1769220;
426459;656-03103-6;1463116;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426460;656-03103-6;1463117;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;27720;  ;;0;247420;07;1/8/14;247420;1/8/14;247420;
426461;656-03103-6;1463118;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426462;656-03103-6;1463121;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;409120;102280;0;27720;Ex 049 Estim. Sufragio;40912;0;498208;07;1/8/14;498208;1/8/14;498208;
426463;656-03103-6;1463123;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;27720;  ;;0;260220;07;1/8/14;260220;1/8/14;260220;
426464;656-03103-6;1463124;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426465;656-03103-6;1463127;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426466;656-03103-6;1463128;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;27720;  ;;0;335720;07;1/8/14;335720;1/8/14;335720;
426467;656-03103-6;1463129;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426468;656-03103-6;1463130;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;189840;47460;0;27720;  ;;0;265020;07;1/8/14;265020;1/8/14;265020;
426469;656-03103-6;1463131;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211520;52880;0;27720;  ;;0;292120;07;1/8/14;292120;1/8/14;292120;
426470;656-03103-6;1463132;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;27720;  ;;0;254720;07;1/8/14;254720;1/8/14;254720;
426471;656-03103-6;1463133;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211520;52880;0;27720;  ;;0;292120;07;1/8/14;292120;1/8/14;292120;
426472;656-03103-6;1463136;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426473;656-03103-6;1463137;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221120;55280;0;27720;  ;;0;304120;07;1/8/14;304120;1/8/14;304120;
426474;656-03103-6;1463138;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;27720;  ;;0;222520;07;1/8/14;222520;1/8/14;222520;
426475;656-03103-6;1463140;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;27720;  ;;0;269520;07;1/8/14;269520;1/8/14;269520;
426476;656-03103-6;1463141;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193120;48280;0;27720;  ;;0;269120;07;1/8/14;269120;1/8/14;269120;
426477;656-03103-6;1463142;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426478;656-03103-6;1463144;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;27720;  ;;0;268320;07;1/8/14;268320;1/8/14;268320;
426479;656-03103-6;1463145;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;27720;  ;;0;335720;07;1/8/14;335720;1/8/14;335720;
426480;656-03103-6;1463146;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;27720;  ;;0;299820;07;1/8/14;299820;1/8/14;299820;
426481;656-03103-6;1463148;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426482;656-03103-6;1463149;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426483;656-03103-6;1463150;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;27720;  ;;0;222520;07;1/8/14;222520;1/8/14;222520;
426484;656-03103-6;1463151;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426485;656-03103-6;1463153;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;27720;  ;;0;260220;07;1/8/14;260220;1/8/14;260220;
426486;656-03103-6;1463154;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;27720;  ;;0;238920;07;1/8/14;238920;1/8/14;238920;
426487;656-03103-6;1463156;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426488;656-03103-6;1463158;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;166960;41740;0;27720;  ;;0;236420;07;1/8/14;236420;1/8/14;236420;
426489;656-03103-6;1463160;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;170320;42580;0;27720;  ;;0;240620;07;1/8/14;240620;1/8/14;240620;
426490;656-03103-6;1463162;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;27720;  ;;0;335720;07;1/8/14;335720;1/8/14;335720;
426491;656-03103-6;1463164;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;1/8/14;259020;
426492;656-03103-6;1463165;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168960;42240;0;27720;  ;;0;238920;07;1/8/14;238920;1/8/14;238920;
426493;656-03103-6;1463166;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;27720;  ;;0;335720;07;1/8/14;335720;1/8/14;335720;
426494;656-03103-6;1463168;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;27720;  ;;0;383420;07;1/8/14;383420;1/8/14;383420;
426495;656-03103-6;1154345;2702;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 049 Estim. Sufragio;20264;0;239196;07;1/8/14;239196;8/8/14;264526;
426496;656-03103-6;1154234;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
426497;656-03103-6;1154369;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;  ;;0;343860;07;1/8/14;343860;8/8/14;377630;
426498;656-03103-6;1357487;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
426499;656-03103-6;1256330;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426500;656-03103-6;1256470;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426501;656-03103-6;1154158;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;572640;143160;0;6160;Ex 049 Estim. Sufragio;57264;0;664696;07;1/8/14;664696;8/8/14;736276;
426502;656-03103-6;1053925;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;223760;55940;0;6160;  ;;0;285860;07;1/8/14;285860;8/8/14;313830;
426503;656-03103-6;1154290;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;  ;;0;278260;07;1/8/14;278260;8/8/14;305470;
426504;656-03103-6;1357467;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;190960;47740;0;6160;  ;;0;244860;07;1/8/14;244860;8/8/14;268730;
426505;656-03103-6;1256401;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426506;656-03103-6;1256531;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;Ex 049 Estim. Sufragio;17456;0;206904;07;1/8/14;206904;8/8/14;228724;
426507;656-03103-6;0859618;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;Ex 049 Estim. Sufragio;26736;0;313624;07;1/8/14;313624;8/8/14;347044;
426508;656-03103-6;0859546;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;283680;70920;0;6160;Ex 049 Estim. Sufragio;28368;0;332392;07;1/8/14;332392;8/8/14;367852;
426509;656-03103-6;1256293;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426510;656-03103-6;0839727;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;271360;67840;0;6160;  ;;0;345360;07;1/8/14;345360;8/8/14;379280;
426511;656-03103-6;1154166;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;Ex 049 Estim. Sufragio;20048;0;236712;07;1/8/14;236712;8/8/14;261772;
426512;656-03103-6;1154481;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426513;656-03103-6;1256322;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
426514;656-03103-6;1154325;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216400;54100;0;6160;Ex 049 Estim. Sufragio;21640;0;255020;07;1/8/14;255020;8/8/14;282070;
426515;656-03103-6;1256181;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261920;65480;0;6160;Ex 049 Estim. Sufragio;26192;0;307368;07;1/8/14;307368;8/8/14;340108;
426516;656-03103-6;1256267;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 049 Estim. Sufragio;18160;0;215000;07;1/8/14;215000;8/8/14;237700;
426517;656-03103-6;1154161;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
426518;656-03103-6;1154202;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426519;656-03103-6;1054056;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 049 Estim. Sufragio;21560;0;254100;07;1/8/14;254100;8/8/14;281050;
426520;656-03103-6;0859637;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261200;65300;0;6160;  ;;0;332660;07;1/8/14;332660;8/8/14;365310;
426521;656-03103-6;1053950;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246640;61660;0;6160;  ;;0;314460;07;1/8/14;314460;8/8/14;345290;
426522;656-03103-6;1053916;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;Ex 049 Estim. Sufragio;18816;0;222544;07;1/8/14;222544;8/8/14;246064;
426523;656-03103-6;1053978;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;238480;59620;0;6160;Ex 049 Estim. Sufragio;23848;0;280412;07;1/8/14;280412;8/8/14;310222;
426524;656-03103-6;1053958;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
426525;656-03103-6;1054037;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 049 Estim. Sufragio;21952;0;258608;07;1/8/14;258608;8/8/14;286048;
426526;656-03103-6;1154335;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216160;54040;0;6160;  ;;0;276360;07;1/8/14;276360;8/8/14;303380;
426527;656-03103-6;1357511;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;Ex 049 Estim. Sufragio;20088;0;237172;07;1/8/14;237172;8/8/14;262282;
426528;656-03103-6;1154483;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 049 Estim. Sufragio;20264;0;239196;07;1/8/14;239196;8/8/14;264526;
426529;656-03103-6;0956691;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;209280;52320;0;6160;Ex 049 Estim. Sufragio;20928;0;246832;07;1/8/14;246832;8/8/14;272992;
426530;656-03103-6;1154218;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;199600;49900;0;6160;  ;;0;255660;07;1/8/14;255660;8/8/14;280610;
426531;656-03103-6;1154328;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;  ;;0;256760;07;1/8/14;256760;8/8/14;281820;
426532;656-03103-6;0859536;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;252160;63040;0;6160;Ex 049 Estim. Sufragio;25216;0;296144;07;1/8/14;296144;8/8/14;327664;
426533;656-03103-6;0474978;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;Ex 049 Estim. Sufragio;15584;0;185376;07;1/8/14;185376;8/8/14;204856;
426534;656-03103-6;0956743;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;490240;122560;0;6160;  ;;0;618960;07;1/8/14;618960;8/8/14;680240;
426535;656-03103-6;0146944;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;239760;59940;0;6160;Ex 049 Estim. Sufragio;23976;0;281884;07;1/8/14;281884;8/8/14;311854;
426536;656-03103-6;0247485;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;  ;;0;361860;07;1/8/14;361860;8/8/14;397430;
426537;656-03103-6;0359653;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;Ex 049 Estim. Sufragio;31168;0;364592;07;1/8/14;364592;8/8/14;403552;
426538;656-03103-6;0556523;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;Ex 049 Estim. Sufragio;21768;0;256492;07;1/8/14;256492;8/8/14;283702;
426539;656-03103-6;0655751;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186480;46620;0;6160;Ex 049 Estim. Sufragio;18648;0;220612;07;1/8/14;220612;8/8/14;243922;
426540;656-03103-6;0767607;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 049 Estim. Sufragio;21560;0;254100;07;1/8/14;254100;8/8/14;281050;
426541;656-03103-6;0767483;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;  ;;0;361860;07;1/8/14;361860;8/8/14;397430;
426542;656-03103-6;0767571;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211200;52800;0;6160;Ex 049 Estim. Sufragio;21120;0;249040;07;1/8/14;249040;8/8/14;275440;
426543;656-03103-6;0852875;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216960;54240;0;6160;  ;;0;277360;07;1/8/14;277360;8/8/14;304480;
426544;656-03103-6;0852866;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220560;55140;0;6160;Ex 049 Estim. Sufragio;22056;0;259804;07;1/8/14;259804;8/8/14;287374;
426545;656-03103-6;0859530;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;Ex 049 Estim. Sufragio;23640;0;278020;07;1/8/14;278020;8/8/14;307570;
426546;656-03103-6;1054087;2712;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;Ex 049 Estim. Sufragio;20424;0;241036;07;1/8/14;241036;8/8/14;266566;
426547;656-03103-6;1256492;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;198720;49680;0;6160;Ex 049 Estim. Sufragio;19872;0;234688;07;1/8/14;234688;8/8/14;259528;
426548;656-03103-6;1357417;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;194080;48520;0;6160;Ex 049 Estim. Sufragio;19408;0;229352;07;1/8/14;229352;8/8/14;253612;
426549;656-03103-6;1154297;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426550;656-03103-6;1463112;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;8/8/14;282150;
426551;656-03103-6;1463119;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;27720;  ;;0;259020;07;1/8/14;259020;8/8/14;282150;
426552;656-03103-6;1463152;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;205120;51280;0;27720;  ;;0;284120;07;1/8/14;284120;8/8/14;309760;
426553;656-03103-6;0956285;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;//;;
426554;656-03103-6;0956224;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;//;;
